id,title,artist,genre
386,Just the Way You Are,Boyce Avenue,acoustic
398,"I Believed You, William Blake",Frank Turner,acoustic
404,Symphony - Acoustic,Thomas Daniel,acoustic
407,Koi,Gen Hoshino,acoustic
410,Save Your Tears,Boyce Avenue,acoustic
412,Somebody Loved,Kina Grannis,acoustic
419,Marigold,Aimyon,acoustic
429,Wilderness,Jon Bryant,acoustic
444,The Trouble with Wanting,Joy Williams,acoustic
450,This One's for Johnny,Get Dead,acoustic
451,Graveyard - Acoustic,Highland Peak,acoustic
455,Better,Parachute,acoustic
465,There She Goes,Clementine Duo,acoustic
480,My Arms Were Always Around You,Peter Bradley Adams,acoustic
481,Dance Me to the End of Love - Bonus,The Civil Wars,acoustic
487,Feels Like Rain (feat. Bonnie Raitt),Buddy Guy;Bonnie Raitt,acoustic
489,Blister In The Sun,Violent Femmes,acoustic
492,Bob,Frank Turner,acoustic
516,東京にもあったんだ,Masaharu Fukuyama,acoustic
520,Running Up That Hill (A Deal With God) - Acoustic,Jonah Baker,acoustic
522,18 ~eighteen~,Masaharu Fukuyama,acoustic
538,Let It Be Me,Ray LaMontagne,acoustic
540,Someone Like You,Boyce Avenue,acoustic
544,Remnants of What People Used to Be,Days N Daze,acoustic
554,Live Like We're Dying,Kris Allen,acoustic
563,Back To You,The Mayries,acoustic
571,Only You,Joshua Radin,acoustic
578,Don't Know What I Want,Gabrielle Aplin,acoustic
597,Stray Cat Strut,The Bridge City Sinners,acoustic
601,Ghost - Acoustic,Jonah Baker,acoustic
609,Chasing Cars - Acoustic,Bailey Rushlow,acoustic
610,Can't Take My Eyes Off of You,Emilie Mover,acoustic
615,"Cold, Cold Feeling",Albert Collins,acoustic
617,Shotgun,Us The Duo,acoustic
626,Tama Na,EJ De Perio,acoustic
633,Moon River,JJ Heller,acoustic
644,Nobody Knows Me At All,The Weepies;Deb Talan;Steve Tannen,acoustic
658,Shame,Ciaran Lavery,acoustic
661,彼方で,Masaharu Fukuyama,acoustic
663,Let It Go,Colin & Caroline,acoustic
668,Easy on Me,Boyce Avenue,acoustic
688,Other Side Of The World,KT Tunstall,acoustic
700,It's Amazing,Mindy Smith,acoustic
710,Hold Each Other (feat. Futuristic),A Great Big World;Futuristic,acoustic
722,Sweetest Thing,Allman Brown,acoustic
730,オールドルーキー (再録),Takehara Pistol,acoustic
738,Too Much Heaven,Gail Blanco,acoustic
741,Fate of a Coward,Days N Daze,acoustic
742,Don't Start Me To Talkin',Sonny Boy Williamson II,acoustic
746,Non Serviam,Frank Turner,acoustic
748,7 Years,Eric Lumiere,acoustic
751,愛を伝えたいだとか,Aimyon,acoustic
752,FUSHIGI,Gen Hoshino,acoustic
764,What About Us - Acoustic,Thomas Daniel,acoustic
767,Drawn by the Wind (Arr. for Guitar),Joseph Sullinger,acoustic
790,The Work,Frank Turner,acoustic
805,Lost,Kris Allen,acoustic
807,It Would Be You,Ben Rector,acoustic
808,As It Was - Acoustic Instrumental,Guus Dielissen,acoustic
813,さくら - 二〇一九,Naotaro Moriyama,acoustic
823,君はロックを聴かない,Aimyon,acoustic
843,Protest Songs,Ankle Grease,acoustic
874,Fix You,Boyce Avenue;Tyler Ward,acoustic
887,SOS - Acoustic Covers Versions,Covers Culture,acoustic
901,Sombody else - Acoustic,Sara Farell,acoustic
909,To Whom It May Concern,The Civil Wars,acoustic
920,Stay Right Where You Are,Ingrid Michaelson,acoustic
933,Already Home,A Great Big World,acoustic
938,Wind in Your Sails,Joey Cape,acoustic
946,"Fry, Bacon, Fry (Die Pigs!)",Chad Hates George,acoustic
950,She's a Problem,Get Dead,acoustic
962,The One That Got Away,Boyce Avenue,acoustic
972,追憶の雨の中 (Original Version),Masaharu Fukuyama,acoustic
974,I Want It That Way - Acoustic Covers of Popular Songs,Son&Dad;Filip Nordin,acoustic
976,青空、ひとりきり - Remastered 2018,Yosui Inoue,acoustic
981,踊る人たち,Hanare Gumi,acoustic
985,神無月にかこまれて - Remastered 2018,Yosui Inoue,acoustic
988,Hollow Man,Harley Poe,acoustic
993,Black Girls,Violent Femmes,acoustic
997,"Corinna - From ""The Natch'l Blues""",Taj Mahal,acoustic
998,Tall Cans,Pigeon Pit,acoustic
1011,Sucrilhos,Criolo,afrobeat
1030,Aprendendo a Sobreviver,Criolo,afrobeat
1044,Filha do Maneco,Criolo,afrobeat
1046,Boca Fofa,Criolo,afrobeat
1057,Fogo (Versão Estendida),BaianaSystem;Orquestra Afrosinfônica,afrobeat
1071,O Segundo Sol,BaianaSystem;Cássia Eller,afrobeat
1072,Amar Es Algo Más,Los Amigos Invisibles,afrobeat
1073,Redoma,BaianaSystem;Samba de Lata de Tijuaçú,afrobeat
1079,La Bala,Juanafé,afrobeat
1100,Stop That Train,Ernest Ranglin,afrobeat
1126,Te Lo Juro Por Madonna (Si Omba Ta Gueno),Plastilina Mosh,afrobeat
1131,Desengano da Vista,Bixiga 70,afrobeat
1133,Mercado,BaianaSystem,afrobeat
1144,Chapéu Panamá,BaianaSystem,afrobeat
1147,District Six - Live,Hugh Masekela,afrobeat
1149,Corazón Tatú,Los Amigos Invisibles,afrobeat
1171,Barravenida,BaianaSystem,afrobeat
1177,Si Tú Te Vas,Los Amigos Invisibles,afrobeat
1178,Nada menos,Jorge Drexler,afrobeat
1201,C.R.E.A.M.,El Michels Affair,afrobeat
1202,Grateful,Limoblaze;Moses Bliss,afrobeat
1231,Venga Mi Vida,Juanafé,afrobeat
1232,Eu Vou no Gueto,Afrocidade,afrobeat
1251,Kumama Papa - Tiktok refix version,Prinx Emmanuel;Grace Lokwa,afrobeat
1285,Mi Último Fracaso,Juanafé;La Flor del Recuerdo,afrobeat
1298,Anestesiada (feat. Kinky),Los Amigos Invisibles;Kinky,afrobeat
1301,Saci (Remix),BaianaSystem;Tropkillaz,afrobeat
1304,Maasai - Doctor Flake Remix,Kutiman;Doctor Flake,afrobeat
1307,Sticks & Stones,TJ Cream;Ozoro,afrobeat
1311,Um samba pra John Coltrane,Thiago França,afrobeat
1322,Vivão (vinheta),Afrocidade,afrobeat
1326,Tujunga,Ikebe Shakedown,afrobeat
1338,Barbatana,BaianaSystem,afrobeat
1339,Kinkinzazo,Plastilina Mosh,afrobeat
1352,Dance the Body Music,Osibisa,afrobeat
1356,I Do It,Angeloh;S.O,afrobeat
1358,Monsieur le Maire de Niafunké,Ali Farka Touré;Toumani Diabaté,afrobeat
1368,Influence of Worship,Eddie Neblett,afrobeat
1371,Asas,OQuadro;Jorge Du Peixe,afrobeat
1381,Slide Show,El Michels Affair,afrobeat
1383,Aropador,Plastilina Mosh,afrobeat
1390,Avi-Vo - Remastered,Lafayette Afro Rock Band,afrobeat
1406,Authentic,A Mose;TBabz,afrobeat
1408,Mbila - João Selva Remix,Les Mamans du Congo;RROBIN;João Selva,afrobeat
1412,Uiyi Guaye,Calle 13,afrobeat
1416,Safe in You,Sarah Téibo;Tneek,afrobeat
1418,Comfort Me,Rehmahz;Asha Elia,afrobeat
1423,Shattered Winds,The Budos Band,afrobeat
1442,Mr. P-Mosh,Plastilina Mosh,afrobeat
1471,Abre-Caminho,Bantunagojeje,afrobeat
1497,Systema Fobica,BaianaSystem;BNegão,afrobeat
1500,All Day Today,Los Amigos Invisibles,afrobeat
1504,Sabu Yerkoy,Ali Farka Touré;Toumani Diabaté,afrobeat
1522,Conga - Remastered,Lafayette Afro Rock Band,afrobeat
1527,La trama y el desenlace,Jorge Drexler,afrobeat
1534,Sabbath Bloody Sabbath,Brownout;Brown Sabbath;Aaron Behrens,afrobeat
1536,Cántaros,Newen Afrobeat,afrobeat
1541,Lucro/Descomprimindo (Mulú Remix),BaianaSystem;Mulú,afrobeat
1550,Oranian,Metá Metá,afrobeat
1560,Woso,Qyubi,afrobeat
1564,After Laughter Comes Tears,The Dynamics,afrobeat
1570,Spies Are Watching Me - Patchworks Remix,Voilaaa;Sir Jean;Patchworks,afrobeat
1581,Intro Crónica De Un Nacimiento,Calle 13,afrobeat
1586,Nación Nueva,Newen Afrobeat,afrobeat
1595,O Trem Azul,Samuca e a Selva;Liniker,afrobeat
1603,Tearz,El Michels Affair;Lee Fields;The Shacks,afrobeat
1610,Anyway,Sharyn,afrobeat
1613,Tiê,Sambabook;Criolo,afrobeat
1615,Se Vale To-To,Calle 13,afrobeat
1616,Paisaje lunar,Jorge Drexler,afrobeat
1617,Let Jesus Row,J Prince,afrobeat
1621,Good Vibration - Village Cuts Remix,Soothsayers;Village Cuts,afrobeat
1625,Chalupa,Jungle Fire,afrobeat
1632,Look at the Smile,Pacific Express;Jonathan Bulter,afrobeat
1639,Cumbia Del Sol,Thee Commons,afrobeat
1647,Drum Song,Jackie Mittoo,afrobeat
1661,Forgiveness,Eddie Neblett,afrobeat
1665,Playa Azul,Los Amigos Invisibles,afrobeat
1681,Pull Me Through,Jor'dan Armstrong;Tim Bowman Jr.,afrobeat
1682,Tata Masamba,Ricardo Lemvo,afrobeat
1692,Taking Me Down,The New Mastersounds;Jeff Franca;Lamar Williams Jr.,afrobeat
1706,Everyday,TJ Cream;First Fire;Marko,afrobeat
1708,Fever,Elikem Kofi,afrobeat
1713,Amor,Orquestra Voadora,afrobeat
1724,Tout est fragile,Lo'Jo;Vincent Ségal;Robert Wyatt,afrobeat
1728,Five Points,Ikebe Shakedown,afrobeat
1735,Surfing,Ernest Ranglin,afrobeat
1737,Boulmamine,Orchestra Baobab,afrobeat
1738,Tighten Up,The Bamboos,afrobeat
1741,Calamatraca (ÀTTØØXXÁ Remix),BaianaSystem;ÀTTØØXXÁ,afrobeat
1758,The People of the Forest,The Sorcerers,afrobeat
1761,Amazing,Marizu,afrobeat
1765,Tierra,La Misa Negra,afrobeat
1773,Agua Santa,Ocote Soul Sounds,afrobeat
1787,Mi Último Fracaso,Juanafé;La Flor del Recuerdo,afrobeat
1793,Yo No Se,Los Amigos Invisibles,afrobeat
1819,Give The Beggar A Chance,Monomono,afrobeat
1846,Marketplace,Hugh Masekela,afrobeat
1849,Talkatif,Antibalas,afrobeat
1853,Ala Vida,El Michels Affair,afrobeat
1861,El Avión Se Cae,Calle 13,afrobeat
1872,Puerta del sol,Los Pirañas,afrobeat
1874,Faut Pas Dire Des Choses Comme Ça,Voilaaa;Pat Kalla,afrobeat
1889,Mind Your Own Business,Ebo Taylor,afrobeat
1893,Reverse Effect,Jor'dan Armstrong,afrobeat
1912,Enjoyment,Jlyricz,afrobeat
1929,Mansa Fela,Höröyá,afrobeat
1938,What I Know,The Bamboos;Kylie Auldist,afrobeat
1939,Graceland,Plastilina Mosh,afrobeat
1941,Veneno,Jorge Drexler,afrobeat
1947,Tico-Tico no Fubá,Orquestra Brasileira de Música Jamaicana,afrobeat
1965,Voodoo Soul Stew,The Daktaris,afrobeat
1970,Back to the Day,Lack Of Afro;Elliott Cole,afrobeat
1973,Tambalea (feat. Lido Pimienta & Ceci Bastida),Niña Dioz;Ceci Bastida;Lido Pimienta,afrobeat
1985,Freckles,The New Mastersounds,afrobeat
1986,Fogo (Adubado),BaianaSystem;Buguinha Dub;Orquestra Afrosinfônica,afrobeat
2001,Daddy Issues,The Neighbourhood,alt-rock
2002,Little Dark Age,MGMT,alt-rock
2003,Softcore,The Neighbourhood,alt-rock
2004,Sweater Weather,The Neighbourhood,alt-rock
2005,You Get Me So High,The Neighbourhood,alt-rock
2006,Play with Fire (feat. Yacht Money),Sam Tinnesz;Yacht Money,alt-rock
2007,Something In The Way,Nirvana,alt-rock
2008,Way down We Go,KALEO,alt-rock
2009,Unstoppable,The Score,alt-rock
2010,Smells Like Teen Spirit,Nirvana,alt-rock
2011,Blood // Water,grandson,alt-rock
2013,Born For This,The Score,alt-rock
2014,Tippa My Tongue,Red Hot Chili Peppers,alt-rock
2018,Nerve Flip,Red Hot Chili Peppers,alt-rock
2019,Runaway Horses - Abridged,The Killers;Phoebe Bridgers,alt-rock
2041,All My Favorite Songs,Weezer;AJR,alt-rock
2058,Seven Nation Army,The White Stripes,alt-rock
2064,Records,Weezer,alt-rock
2074,All My Favorite Songs,Weezer;AJR,alt-rock
2079,Records,Weezer,alt-rock
2086,Christmastime,The Smashing Pumpkins,alt-rock
2087,Lamento Boliviano,Los Enanitos Verdes,alt-rock
2090,Rotting in Vain,Korn,alt-rock
2097,Mi Primer Dia Sin Ti,Los Enanitos Verdes,alt-rock
2108,Born For This,The Score,alt-rock
2114,It's Not My Time - Acoustic,3 Doors Down,alt-rock
2118,Flaca,Andrés Calamaro;Alejandro Sanz,alt-rock
2120,Paloma,Andrés Calamaro;Sebastian Yatra;Leiva;Ivan Ferreiro,alt-rock
2134,Tuyo Siempre,Andrés Calamaro;Vicentico,alt-rock
2149,Diego Armando Canciones,Andrés Calamaro,alt-rock
2154,Oh Caroline,The 1975,alt-rock
2157,Renegades,X Ambassadors,alt-rock
2159,Heads Will Roll - A-Trak Remix,Yeah Yeah Yeahs;A-Trak,alt-rock
2172,The Beautiful People,Marilyn Manson,alt-rock
2175,Blood // Water,grandson,alt-rock
2176,Blood // Water,grandson,alt-rock
2179,The Fight Song,Marilyn Manson,alt-rock
2195,Mr. Jones,Counting Crows,alt-rock
2197,The Universal,Blur,alt-rock
2204,Losing My Religion,R.E.M.,alt-rock
2216,I Want More,KALEO,alt-rock
2222,Walking Target,Fitz and The Tantrums,alt-rock
2228,Last Christmas,Jimmy Eat World,alt-rock
2251,Mind Over Matter (Reprise),Young the Giant,alt-rock
2255,Legendary,Welshly Arms,alt-rock
2265,Holiday Rock,Neon Trees,alt-rock
2272,All Star,Smash Mouth,alt-rock
2276,All Star,Smash Mouth,alt-rock
2283,Bitter Sweet Symphony - Remastered 2016,The Verve,alt-rock
2291,Living Dead Girl,Rob Zombie,alt-rock
2314,All Star,Smash Mouth,alt-rock
2316,Flowers In December,Mazzy Star,alt-rock
2318,Stitches,Bullet For My Valentine,alt-rock
2321,Shatter - Edit,Bullet For My Valentine,alt-rock
2324,Honeybrains,Royal Blood,alt-rock
2333,Figure It Out,Royal Blood,alt-rock
2350,Muevan Las Industrias,Los Prisioneros,alt-rock
2359,Way down We Go,KALEO,alt-rock
2377,Dead Man's Arms,Bishop Briggs,alt-rock
2387,Sobre o Tempo,Pato Fu,alt-rock
2392,Ojos De Video Tape,Charly García,alt-rock
2397,Yendo De La Cama Al Living,Charly García,alt-rock
2398,Corazones Rojos,Los Prisioneros,alt-rock
2402,Brazil,Declan McKenna,alt-rock
2404,You And Me,Lifehouse,alt-rock
2405,Scar Tissue,Red Hot Chili Peppers,alt-rock
2412,Middle Finger,Bohnes,alt-rock
2421,Confidence,Sanctus Real,alt-rock
2442,No Rain,Blind Melon,alt-rock
2443,No Rain,Blind Melon,alt-rock
2462,Flawless,The Neighbourhood,alt-rock
2466,Glory,The Score,alt-rock
2496,Sin Gamulán,Los Abuelos De La Nada,alt-rock
2497,Lunes Por La Madrugada,Los Abuelos De La Nada,alt-rock
2511,Island In The Sun,Weezer,alt-rock
2517,"Arise (From Marvel's ""Cloak & Dagger"")",The Seige,alt-rock
2522,Finish Line,Skillet,alt-rock
2548,Un Toque Mágico,Tex Tex,alt-rock
2551,My Type,Saint Motel,alt-rock
2579,Por Onde Você Anda?,Detonautas Roque Clube,alt-rock
2582,Pela Última Vez,NX Zero,alt-rock
2607,I Always Wanna Die (Sometimes),The 1975,alt-rock
2623,Fusilados por la Cruz Roja,Patricio Rey y sus Redonditos de Ricota,alt-rock
2639,Presión,Callejeros,alt-rock
2645,No Me Sueltes (Es Posible),Kapanga,alt-rock
2653,Song for Zula,Phosphorescent,alt-rock
2658,Black,Pearl Jam,alt-rock
2659,Alive,Pearl Jam,alt-rock
2661,Living Hope,Phil Wickham,alt-rock
2667,Buscando un Símbolo de Paz,Charly García,alt-rock
2670,Losing My Edge,LCD Soundsystem,alt-rock
2679,El Recuento de los Daños,Los Estramboticos,alt-rock
2689,One Headlight,The Wallflowers,alt-rock
2692,Everything's Gonna Be Cool This Christmas,Eels,alt-rock
2702,Last Kiss,Pearl Jam,alt-rock
2713,Somebody Told Me,The Killers,alt-rock
2714,All Apologies,Nirvana,alt-rock
2716,Joker And The Thief,Wolfmother,alt-rock
2733,Sunburn,Fuel,alt-rock
2738,Won't Back Down,Fuel,alt-rock
2741,Ciencia De La Lluvia,Enjambre,alt-rock
2750,Sortilegio de Arrabal (En Vivo),Los Gardelitos,alt-rock
2754,Dancing in the Moonlight,Toploader,alt-rock
2761,Choke,I DONT KNOW HOW BUT THEY FOUND ME,alt-rock
2778,Lobo,Jóvenes Pordioseros,alt-rock
2795,Y La Esperanza,Enjambre,alt-rock
2812,Don’t Delete The Kisses,Wolf Alice,alt-rock
2814,Paranoid Android,Radiohead,alt-rock
2827,Balerina,Efek Rumah Kaca,alt-rock
2843,Chica Suburbana,La 25,alt-rock
2845,Falacia,Enjambre,alt-rock
2857,Street Fight,Adam Jensen,alt-rock
2863,Could Have Been Me,The Struts,alt-rock
2869,Walk,Pantera,alt-rock
2900,Melancolía,Estelares,alt-rock
2903,Animal,Neon Trees,alt-rock
2918,Stacy's Mom,Fountains Of Wayne,alt-rock
2922,La Nave,Ratones Paranoicos,alt-rock
2958,By the Way,Red Hot Chili Peppers,alt-rock
2961,DECIME QUE ES VERDAD,LOUTA,alt-rock
2966,Seni Senden,İnsan Mıyız,alt-rock
2983,Razón - En Vivo,Los Caligaris,alt-rock
2984,Amargo Adios,Inspector;Panteon Rococo,alt-rock
2998,Roots Bloody Roots,Sepultura,alt-rock
3001,Daddy Issues,The Neighbourhood,alternative
3002,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae;Kali Uchis;Moliy,alternative
3003,Softcore,The Neighbourhood,alternative
3006,Meet Me At Our Spot,THE ANXIETY;WILLOW;Tyler Cole,alternative
3007,In the End,Linkin Park,alternative
3034,A Great Big Sled,The Killers;Toni Halliday,alternative
3048,Fire - Remastered,Red Hot Chili Peppers,alternative
3054,What I've Done,Linkin Park,alternative
3064,Life Goes On,Oliver Tree,alternative
3074,Stand By Me,Florence + The Machine,alternative
3094,Tu Falta De Querer,Mon Laferte,alternative
3103,CASTLE OF GLASS,Linkin Park,alternative
3110,Bring Me To Life,Evanescence,alternative
3114,Bring Me To Life,Evanescence,alternative
3115,Hey You,Disturbed,alternative
3140,O Come All Ye Faithful,Weezer,alternative
3151,Reflections,The Neighbourhood,alternative
3155,Creep,Radiohead,alternative
3217,Californication,Red Hot Chili Peppers,alternative
3221,Courtesy Call,Thousand Foot Krutch,alternative
3223,Too Much,Freddie Gibbs;Moneybagg Yo,alternative
3228,skip.that.party,X Ambassadors;Jensen McRae,alternative
3231,Planet Zero,Shinedown,alternative
3237,The Devil's Bleeding Crown,Volbeat,alternative
3239,The Devil's Bleeding Crown,Volbeat,alternative
3245,Planet Zero,Shinedown,alternative
3248,Igual Que Ayer,Los Enanitos Verdes,alternative
3250,Eterna Soledad,Los Enanitos Verdes,alternative
3267,アイ・プット・ア・スペル・オン・ユー,Marilyn Manson,alternative
3271,A Long December,Counting Crows,alternative
3272,Mr. Jones,Counting Crows,alternative
3277,The Beautiful People,Marilyn Manson,alternative
3347,Diego Armando Canciones,Andrés Calamaro,alternative
3371,Living Hell,Bella Poarch,alternative
3376,Dolls,Bella Poarch,alternative
3397,Mouth for War,Pantera,alternative
3406,fmk (with blackbear),GAYLE;blackbear,alternative
3412,Sway,Fitz and The Tantrums,alternative
3419,Walking Target,Fitz and The Tantrums,alternative
3429,Shatter - Edit,Bullet For My Valentine,alternative
3443,HandClap,Fitz and The Tantrums,alternative
3452,Mind Over Matter (Reprise),Young the Giant,alternative
3455,Toxicity,System Of A Down,alternative
3487,Soun Tha Mi Primer Amor - Remastered,Kinky,alternative
3489,Living Dead Girl,Rob Zombie,alternative
3522,Screwed,Janelle Monáe;Zoë Kravitz,alternative
3530,The Reason,Hoobastank,alternative
3548,Bitter Sweet Symphony - Remastered 2016,The Verve,alternative
3558,tears in the club,FKA twigs;The Weeknd,alternative
3563,killer,FKA twigs,alternative
3571,Bitter Sweet Symphony,The Verve,alternative
3578,killer,FKA twigs,alternative
3584,indieedgycool,GAYLE,alternative
3591,Honeybrains,Royal Blood,alternative
3602,Unsteady,X Ambassadors,alternative
3617,Way Maker - Live,Leeland,alternative
3643,Estrechez De Corazón,Los Prisioneros,alternative
3659,How You Remind Me,Nickelback,alternative
3661,Afterlife,Avenged Sevenfold,alternative
3664,Glitter & Gold,Barns Courtney,alternative
3674,Happier in Hell,Royal & the Serpent,alternative
3687,Hellfire,Barns Courtney,alternative
3697,In Bloom,Sturgill Simpson,alternative
3699,Brace for Impact - Live a Little,Sturgill Simpson,alternative
3729,Back Round,Wolfmother,alternative
3738,Tendo A Lua - Ao Vivo,Os Paralamas Do Sucesso,alternative
3741,Sólo Quédate En Silencio,Moderatto;Danna Paola,alternative
3754,Compass,The Neighbourhood,alternative
3757,Boku no Sensou - TV Size,Shinsei Kamattechan,alternative
3759,Are You Gonna Be My Girl,Jet,alternative
3782,69,Teyana Taylor,alternative
3790,All wit My Hands,Curren$y,alternative
3797,Como Vez Primera,Esteman,alternative
3803,ur just horny,GAYLE,alternative
3814,"Lord, I Need You",Matt Maher,alternative
3819,I Wish I Missed My Ex,Mahalia,alternative
3826,ROUGH 7,JPEGMAFIA;Tommy Genesis,alternative
3831,Go,The Chemical Brothers,alternative
3834,Demasiado,Bandalos Chinos,alternative
3855,Cherry Flavoured,The Neighbourhood,alternative
3864,Cult of Personality,Living Colour,alternative
3865,Faint,Linkin Park,alternative
3866,Island In The Sun,Weezer,alternative
3867,Tears Don't Fall,Bullet For My Valentine,alternative
3878,"You're Gonna Go Far, Kid",The Offspring,alternative
3906,Freak,Moliy,alternative
3911,Butterfly,Crazy Town,alternative
3920,Victorious,The Score,alternative
3923,Hard Sometimes,Ruel,alternative
3934,In The Name Of Love - Recorded At Spotify Studios NYC,Kari Jobe,alternative
3975,Xtasy - Remix,Ravyn Lenae;Doechii,alternative
3993,I Want An Alien For Christmas,Fountains Of Wayne,alternative
3995,The Man In The Santa Suit,Fountains Of Wayne,alternative
4002,Kiss It Off Me,Cigarettes After Sex,ambient
4004,Cry,Cigarettes After Sex,ambient
4005,Sweet,Cigarettes After Sex,ambient
4023,Each Time You Fall in Love,Cigarettes After Sex,ambient
4034,Already Gone,Sleeping At Last,ambient
4036,Nuvole Bianche,Ludovico Einaudi,ambient
4047,"Recomposed By Max Richter: Vivaldi, The Four Seasons: Winter 2 - 2012",Max Richter;Daniel Hope;Konzerthaus Kammerorchester Berlin;Andre de Ridder,ambient
4124,Decimal,Novo Amor,ambient
4132,The Departure,Max Richter;Lang Lang,ambient
4135,Raise a Hallelujah - Live,Bethel Music;Jonathan David Helser;Melissa Helser,ambient
4142,Hymn,Luke Howard;Brett Kelly,ambient
4148,Jezus Malusieńki (Reworked by Hania Rani & Dobrawa Czocher),Hania Rani;Dobrawa Czocher,ambient
4152,If You're on the Water,The Saxophones,ambient
4167,Ala,Joep Beving,ambient
4194,Taladh Chriosta,Peter Gregson;Daniel Pioro;Grace Davidson;Clara Sanabras;Hannah Cooke,ambient
4195,Taladh Chriosta,Peter Gregson;Daniel Pioro;Grace Davidson;Clara Sanabras;Hannah Cooke,ambient
4202,Heavenly,Cigarettes After Sex,ambient
4222,Goodness,Simon Wester,ambient
4224,Butterflies - Piano Sonata,Tony Anderson,ambient
4237,Champion - Live,Bethel Music;Dante Bowe,ambient
4304,Pastoral,Christian Löffler,ambient
4306,I Make Sparks,Novo Amor,ambient
4313,Kioque,Akira Kosemura,ambient
4315,Looking at the World Through a Window,From Overseas,ambient
4327,Together At Last,Alexis Ffrench;Jobim Ffrench,ambient
4360,Sweet Pain,Michael Brook;Nusrat Fateh Ali Khan,ambient
4397,I Need You More,Bethel Music;Kim Walker-Smith,ambient
4404,Bortom Träden,Erik Reno,ambient
4412,Spiriteaux,Tony Anderson,ambient
4423,"To the Stars - From ""Ad Astra"" Soundtrack",Max Richter,ambient
4425,Reckless Love (Spontaneous),Bethel Music;Steffany Gretzinger,ambient
4428,Le Jardin de Monsieur Monet,Stephan Moccio,ambient
4443,re:member,Ólafur Arnalds,ambient
4456,senna's joy (Solo Piano Version),Carlos Cipa,ambient
4464,You Are Enough (Acoustic),Sleeping At Last,ambient
4473,I've Never Been There,Yann Tiersen,ambient
4479,Small Memory,Jon Hopkins,ambient
4480,Sparks,Fabrizio Paterlini,ambient
4485,Maybe,Flower Face,ambient
4489,Supersede,Carbon Based Lifeforms,ambient
4500,Duilwen,Little Symphony,ambient
4507,Do We Wake,Dear Gravity;Simon Wester,ambient
4522,Dream 1 (before the wind blows it all away) - Pt. 4,Max Richter,ambient
4526,Dappled Light,Luke Howard;Jess Gillam;Jess Gillam Ensemble,ambient
4527,Weightless Part 3,Marconi Union,ambient
4536,You Make Me Brave - Live,Bethel Music;Amanda Cook,ambient
4540,La valse d'Amélie - Version orchestre,Yann Tiersen,ambient
4551,Wrong Floor,Cliff Martinez,ambient
4561,Immanuel,Tony Anderson,ambient
4608,amour,Jean-Michel Blais,ambient
4614,Duvet,Niklas Paschburg;Andy Barlow,ambient
4615,Eden,Hania Rani,ambient
4626,momentary,Ólafur Arnalds,ambient
4635,Truman Sleeps,Philip Glass,ambient
4642,Harendra,Little Symphony,ambient
4652,Aitbaar,aswekeepsearching,ambient
4661,Apricots,Bicep,ambient
